step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,vibracion,avance_real,odo_izq,odo_der,terreno,slip,inclinacion,front_min,side_min,safety,action
299,67.2,67.7,67.3,64.6,60.1,70.7,71.9,70.7,0.007,-0.0,9.817,0.0,-78.698,0.0,0.021,0.1005,27.488,24.115,carpet,0.0,0.0,67.2,67.7,ok,claude:carpet
300,72.2,67.9,63.4,70.5,68.2,67.7,62.8,60.8,0.009,-0.0,9.797,0.0,-68.642,0.0,0.02,0.1005,27.588,24.216,carpet,0.0,0.1,60.8,62.8,ok,claude:carpet
301,64.6,70.2,67.0,64.5,65.8,59.3,67.8,69.2,0.012,-0.0,9.777,0.0,-55.333,0.0,0.021,0.1005,27.689,24.316,carpet,0,0.1,64.6,67.8,ok,claude:carpet
302,63.1,67.4,64.8,66.3,64.0,67.1,71.3,73.6,0.013,-0.0,9.807,0.0,-38.166,0.0,0.031,0.1005,27.789,24.417,carpet,0,0.1,63.1,67.4,ok,claude:carpet
303,65.7,67.3,76.4,68.0,69.5,68.9,66.9,69.6,0.014,-0.0,9.84,0.0,-19.016,0.0,0.033,0.1005,27.889,24.517,carpet,0.0,0.1,65.7,66.9,ok,claude:carpet
304,69.0,64.7,66.5,67.8,69.5,65.1,64.8,69.4,0.014,-0.0,9.83,0.0,1.231,-0.0,0.01,0.1005,27.99,24.618,carpet,0,0.1,69.0,64.7,ok,avanzando en carpet a 50% slip=0
305,67.6,69.2,67.4,68.9,71.3,67.0,63.6,71.6,0.013,-0.0,9.822,0.0,21.429,-0.0,0.008,0.1005,28.09,24.718,carpet,0,0.1,67.6,63.6,ok,avanzando en carpet a 50% slip=0
306,70.3,68.2,65.8,67.7,62.6,65.8,63.3,71.1,0.012,-0.0,9.804,0.0,40.784,-0.0,0.018,0.1005,28.191,24.819,carpet,0.0,0.1,70.3,63.3,ok,avanzando en carpet a 50% slip=0
307,65.1,69.9,63.3,65.4,68.3,61.6,68.4,63.9,0.009,-0.0,9.791,0.0,56.968,-0.0,0.013,0.1005,28.291,24.919,carpet,0.0,0.1,63.9,68.4,ok,avanzando en carpet a 50% slip=0
308,67.2,72.9,71.0,73.5,61.2,68.2,64.1,70.8,0.006,0.0,9.847,0.0,69.866,-0.0,0.056,0.1005,28.392,25.02,carpet,0,0.0,67.2,64.1,ok,avanzando en carpet a 50% slip=0
309,69.7,62.7,66.6,68.5,70.6,69.4,71.7,71.5,0.003,0.0,9.759,0.0,79.062,-0.0,0.088,0.1005,28.492,25.12,carpet,0,0.0,69.7,62.7,ok,avanzando en carpet a 50% slip=0
310,69.0,64.9,61.5,66.3,70.2,63.8,59.8,69.3,-0.001,0.0,9.848,0.0,82.87,-0.0,0.089,0.1005,28.593,25.22,carpet,0.0,0.0,69.0,59.8,ok,avanzando en carpet a 50% slip=0
311,68.6,65.1,67.0,66.4,65.1,67.2,70.8,64.5,-0.004,0.0,9.83,0.0,82.597,-0.0,0.018,0.1005,28.693,25.321,carpet,0,0.0,64.5,65.1,ok,avanzando en carpet a 50% slip=0
312,73.9,72.2,67.5,65.4,61.5,70.4,66.7,69.9,-0.007,0.0,9.777,0.0,76.879,-0.0,0.053,0.1005,28.794,25.421,carpet,0,0.0,69.9,66.7,ok,avanzando en carpet a 50% slip=0
313,69.9,67.4,65.9,65.1,63.0,69.1,67.8,71.6,-0.01,0.0,9.86,0.0,66.82,-0.0,0.082,0.1005,28.894,25.522,carpet,0.0,0.1,69.9,67.4,ok,avanzando en carpet a 50% slip=0
314,71.8,67.8,65.5,69.4,68.6,65.9,63.7,59.6,-0.012,0.0,9.807,0.0,52.436,-0.0,0.053,0.1005,28.995,25.622,carpet,0.0,0.1,59.6,63.7,ok,avanzando en carpet a 50% slip=0.0
315,67.4,61.1,65.2,71.7,73.6,64.8,71.5,69.1,-0.014,0.0,9.847,0.0,34.963,-0.0,0.04,0.1005,29.095,25.723,carpet,0,0.1,67.4,61.1,ok,avanzando en carpet a 50% slip=0.0
316,64.1,70.7,66.5,62.6,64.0,69.4,67.9,69.3,-0.014,0.0,9.78,0.0,15.698,-0.0,0.066,0.1005,29.196,25.823,carpet,0,0.1,64.1,67.9,ok,avanzando en carpet a 50% slip=0.0
317,68.5,67.9,59.9,60.4,69.6,67.2,61.4,67.8,-0.014,0.0,9.83,0.0,-4.825,-0.0,0.049,0.1005,29.296,25.924,carpet,0.0,0.1,67.8,61.4,ok,avanzando en carpet a 50% slip=0.0
318,65.6,68.8,64.5,65.2,66.9,73.4,61.4,61.2,-0.013,0.0,9.792,0.0,-24.793,-0.0,0.038,0.1005,29.397,26.024,carpet,0,0.1,61.2,61.4,ok,avanzando en carpet a 50% slip=0.0
319,68.3,69.0,64.1,65.6,69.0,66.5,63.6,68.6,-0.011,0.0,9.845,0.0,-43.582,-0.0,0.053,0.1005,29.497,26.125,carpet,0,0.1,68.3,63.6,ok,avanzando en carpet a 50% slip=0
320,68.4,67.9,62.8,66.4,68.8,68.2,62.5,68.9,-0.009,0.0,9.805,0.0,-59.364,-0.0,0.04,0.1005,29.598,26.225,carpet,0.0,0.1,68.4,62.5,ok,avanzando en carpet a 50% slip=0
321,63.3,67.5,71.7,69.1,67.0,65.2,71.4,62.0,-0.006,0.0,9.781,0.0,-72.291,-0.0,0.025,0.1005,29.698,26.326,carpet,0.0,0.0,62.0,67.5,ok,avanzando en carpet a 50% slip=0
322,69.8,69.3,61.3,64.7,68.2,66.0,67.4,67.3,-0.002,0.0,9.818,0.0,-80.449,-0.0,0.037,0.1005,29.799,26.426,carpet,0,0.0,67.3,67.4,ok,avanzando en carpet a 50% slip=0
323,69.5,70.3,67.2,61.0,67.9,65.6,72.9,64.1,0.001,0.0,9.825,0.0,-83.021,-0.0,0.008,0.1005,29.899,26.527,carpet,0,0.0,64.1,70.3,ok,avanzando en carpet a 50% slip=0
324,66.0,63.2,68.2,65.3,65.7,72.5,67.1,70.8,0.005,0.0,9.865,-0.0,-82.045,-0.0,0.041,0.1005,30.0,26.627,carpet,0.0,0.0,66.0,63.2,ok,avanzando en carpet a 50% slip=0.0
325,74.1,68.9,68.5,68.5,67.3,61.5,70.9,65.8,0.008,0.0,9.833,-0.0,-75.248,-0.0,0.032,0.1005,30.1,26.728,carpet,0,0.0,65.8,68.9,ok,avanzando en carpet a 50% slip=0.0
326,70.4,68.4,65.0,70.9,65.5,63.4,69.2,65.4,0.01,0.0,9.806,-0.0,-64.618,-0.0,0.027,0.1005,30.201,26.828,carpet,0,0.1,65.4,68.4,ok,avanzando en carpet a 50% slip=0.0
327,76.1,66.1,66.4,65.3,65.7,69.7,67.2,68.0,0.012,0.0,9.785,-0.0,-49.383,-0.0,0.021,0.1005,30.301,26.929,carpet,0.0,0.1,68.0,66.1,ok,avanzando en carpet a 50% slip=0.0
328,69.7,66.8,62.0,60.1,68.8,66.9,66.9,62.9,0.014,0.0,9.824,-0.0,-31.66,-0.0,0.039,0.1005,30.401,27.029,carpet,0.0,0.1,62.9,66.8,ok,avanzando en carpet a 50% slip=0.0
329,67.4,67.0,57.8,65.6,67.4,64.6,64.4,61.9,0.014,0.0,9.743,-0.0,-12.039,-0.0,0.081,0.1005,30.502,27.13,carpet,0,0.1,61.9,64.4,ok,avanzando en carpet a 50% slip=0
330,66.6,65.3,65.7,63.6,69.7,71.9,62.2,66.2,0.014,0.0,9.832,-0.0,8.402,-0.0,0.089,0.1005,30.602,27.23,carpet,0,0.1,66.2,62.2,ok,avanzando en carpet a 50% slip=0
331,62.5,64.9,68.8,62.2,64.6,69.0,67.0,62.1,0.013,0.0,9.792,-0.0,28.276,-0.0,0.039,0.1005,30.703,27.331,carpet,0.0,0.1,62.1,64.9,ok,avanzando en carpet a 50% slip=0
332,69.0,71.0,64.2,67.8,65.1,64.0,62.9,61.2,0.011,0.0,9.78,-0.0,46.457,-0.0,0.013,0.1005,30.803,27.431,carpet,0,0.1,61.2,62.9,ok,avanzando en carpet a 50% slip=0
333,70.5,70.2,70.8,70.9,67.7,66.5,66.3,65.9,0.008,0.0,9.764,-0.0,62.001,-0.0,0.016,0.0973,30.904,27.525,carpet,0.031,0.0,65.9,66.3,ok,avanzando en carpet a 50% slip=0
334,71.3,68.0,66.5,64.6,63.6,67.2,64.7,67.3,0.005,0.0,9.785,-0.0,73.952,-0.0,0.021,0.1005,31.004,27.626,carpet,0.0,0.0,67.3,64.7,ok,avanzando en carpet a 50% slip=0.0
335,66.7,72.2,66.5,66.8,64.9,69.0,69.9,68.9,0.002,0.0,9.772,-0.0,81.091,0.0,0.013,0.1005,31.105,27.726,carpet,0.0,0.0,66.7,69.9,ok,avanzando en carpet a 50% slip=0.0
336,66.5,71.0,66.7,69.2,66.8,72.1,63.6,67.4,-0.002,0.0,9.762,-0.0,83.596,0.0,0.011,0.1005,31.205,27.827,carpet,0,0.0,66.5,63.6,ok,avanzando en carpet a 50% slip=0.0
337,65.6,70.7,67.5,69.5,71.6,67.0,69.4,69.3,-0.005,0.0,9.818,-0.0,81.192,0.0,0.056,0.1005,31.306,27.927,carpet,0,0.0,65.6,69.4,ok,avanzando en carpet a 50% slip=0.0
338,62.9,63.5,63.5,69.6,65.9,74.1,68.8,67.0,-0.008,0.0,9.739,-0.0,73.658,0.0,0.079,0.1005,31.406,28.028,carpet,0.0,0.0,62.9,63.5,ok,avanzando en carpet a 50% slip=0.0
339,63.1,65.5,66.7,68.9,62.8,73.1,70.3,67.4,-0.011,-0.0,9.845,-0.0,62.061,0.0,0.106,0.1005,31.507,28.128,metal,0.0,0.1,63.1,65.5,ok,avanzando en metal a 60% slip=0.0
340,67.6,61.9,73.1,70.9,69.8,63.8,67.3,65.1,0.46,-0.0,9.809,-0.0,-1868.19,0.0,0.473,0.1225,31.626,28.254,metal,0,2.7,65.1,61.9,ok,avanzando en metal a 60% slip=0.0
341,68.9,62.1,66.0,69.8,67.5,71.3,64.2,65.3,0.057,-0.0,9.832,-0.002,243.208,0.026,0.404,0.1193,31.745,28.373,metal,0.01,0.3,65.3,62.1,ok,avanzando en metal a 60% slip=0.0
342,70.7,68.5,67.3,68.2,67.1,71.8,65.3,67.5,0.043,0.0,9.821,0.0,325.251,-0.003,0.017,0.1193,31.865,28.492,carpet,0.01,0.3,67.5,65.3,ok,avanzando en metal a 60% slip=0.0
343,70.0,68.4,67.2,68.8,67.0,62.7,66.8,67.1,0.027,-0.0,9.788,0.0,384.721,-0.003,0.037,0.1193,31.984,28.612,carpet,0.01,0.2,67.1,66.8,ok,avanzando en metal a 60% slip=0.0
344,67.5,67.7,65.5,73.0,69.2,60.5,70.8,67.6,0.009,-0.0,9.829,0.0,425.36,-0.002,0.045,0.1225,32.11,28.731,carpet,0,0.1,67.5,67.7,ok,avanzando en carpet a 50% slip=0
345,69.5,71.9,66.7,71.5,64.5,69.5,67.0,68.9,-0.482,-0.0,9.815,0.0,2349.541,-0.002,0.492,0.1005,32.21,28.831,metal,0,2.8,68.9,67.0,ok,avanzando en carpet a 50% slip=0
346,74.3,67.3,69.0,65.3,68.3,67.2,69.8,62.1,-0.074,-0.0,9.855,-0.004,-346.036,-0.035,0.41,0.1005,32.311,28.932,metal,0.0,0.4,62.1,67.3,ok,avanzando en carpet a 50% slip=0
347,73.5,65.1,68.5,63.4,69.1,63.4,75.0,64.2,-0.055,0.0,9.821,0.001,-450.166,0.003,0.039,0.1005,32.411,29.032,carpet,0.0,0.3,64.2,65.1,ok,avanzando en carpet a 50% slip=0
348,65.1,64.8,69.3,66.0,65.9,62.1,64.0,68.4,-0.033,-0.0,9.781,0.001,-530.622,0.002,0.046,0.1005,32.512,29.133,carpet,0,0.2,65.1,64.0,ok,avanzando en carpet a 50% slip=0
349,62.8,66.0,68.0,65.1,69.3,70.5,61.5,59.4,-0.009,-0.0,9.809,0.001,-576.097,0.002,0.037,0.1005,32.612,29.233,carpet,0.0,0.1,59.4,61.5,ok,avanzando en carpet a 50% slip=0.0
350,68.5,72.4,64.3,66.5,66.7,66.3,64.0,77.2,0.016,-0.0,9.777,0.001,-592.85,0.002,0.04,0.1005,32.713,29.334,carpet,0.0,0.1,68.5,64.0,ok,avanzando en carpet a 50% slip=0.0
351,62.4,65.7,69.5,69.2,73.0,63.6,66.5,70.9,0.015,-0.0,9.806,0.001,4.442,0.009,0.029,0.1005,32.813,29.434,carpet,0,0.1,62.4,65.7,ok,avanzando en carpet a 50% slip=0.0
352,64.7,68.6,73.1,71.8,72.4,71.6,63.8,63.6,0.014,0.0,9.804,0.0,26.565,0.0,0.002,0.1005,32.913,29.535,carpet,0.0,0.1,63.6,63.8,ok,avanzando en carpet a 50% slip=0.0
353,68.3,67.0,63.5,64.6,61.1,60.1,61.9,62.5,0.012,-0.0,9.812,0.0,46.982,0.0,0.008,0.1005,33.014,29.635,carpet,0.0,0.1,62.5,61.9,ok,avanzando en carpet a 50% slip=0.0
354,69.1,66.8,72.6,67.3,69.7,72.2,70.6,70.1,0.01,-0.0,9.814,0.0,64.722,0.0,0.003,0.1005,33.114,29.736,carpet,0,0.1,69.1,66.8,ok,avanzando en carpet a 50% slip=0
355,71.1,65.5,63.0,58.5,71.4,72.6,66.5,68.1,0.006,-0.0,9.8,0.0,78.333,0.0,0.014,0.0973,33.209,29.836,carpet,0.031,0.0,68.1,65.5,ok,avanzando en carpet a 50% slip=0
356,69.4,69.8,72.3,63.9,70.4,65.6,63.1,67.3,0.003,-0.0,9.831,0.0,87.789,0.0,0.031,0.1005,33.309,29.937,carpet,0.0,0.0,67.3,63.1,ok,avanzando en carpet a 50% slip=0
357,66.7,65.7,66.9,73.8,72.0,66.6,68.6,62.1,-0.001,-0.0,9.745,0.0,91.832,0.0,0.086,0.1005,33.41,30.037,carpet,0.0,0.0,62.1,65.7,ok,avanzando en carpet a 50% slip=0
358,67.5,69.7,68.4,67.5,64.9,70.6,66.6,67.5,-0.005,-0.0,9.806,0.0,90.16,0.0,0.061,0.1005,33.51,30.138,carpet,0,0.0,67.5,66.6,ok,avanzando en carpet a 50% slip=0
359,63.6,70.5,62.6,68.3,68.3,71.7,66.3,73.0,-0.008,-0.0,9.88,0.0,82.915,0.0,0.074,0.1005,33.611,30.238,carpet,0.0,0.0,63.6,66.3,ok,avanzando en carpet a 50% slip=0.0
360,66.8,73.3,68.7,62.2,67.9,70.8,64.4,73.0,-0.011,-0.0,9.825,0.0,70.8,0.0,0.055,0.1005,33.711,30.339,carpet,0.0,0.1,66.8,64.4,ok,avanzando en carpet a 50% slip=0.0
361,68.9,67.3,62.7,61.0,67.4,67.3,65.8,63.1,-0.014,-0.0,9.815,0.0,54.773,0.0,0.01,0.1005,33.812,30.439,carpet,0,0.1,63.1,65.8,ok,avanzando en carpet a 50% slip=0.0
362,69.2,66.4,68.9,71.1,69.6,71.1,63.6,66.1,-0.015,-0.0,9.789,0.0,35.458,0.0,0.026,0.1005,33.912,30.54,carpet,0.0,0.1,66.1,63.6,ok,avanzando en carpet a 50% slip=0.0
363,67.9,66.6,69.4,65.5,65.1,63.7,66.6,64.8,-0.015,-0.0,9.795,0.0,-4.4,-0.0,0.006,0.1005,34.012,30.64,carpet,0.0,0.1,64.8,66.6,ok,avanzando en carpet a 50% slip=0.0
364,65.3,65.6,59.9,67.7,63.4,61.5,69.5,66.5,-0.014,0.0,9.81,0.0,-25.732,0.0,0.015,0.1005,34.113,30.741,carpet,0,0.1,65.3,65.6,ok,avanzando en carpet a 50% slip=0
365,68.7,70.9,68.1,66.5,70.0,63.9,66.1,66.5,-0.012,-0.0,9.842,0.0,-45.598,0.0,0.033,0.1005,34.213,30.841,carpet,0.0,0.1,66.5,66.1,ok,avanzando en carpet a 50% slip=0
366,65.2,70.8,61.0,67.2,67.4,64.3,62.9,69.0,-0.009,-0.0,9.768,0.0,-62.806,0.0,0.074,0.1005,34.314,30.942,carpet,0,0.1,65.2,62.9,ok,avanzando en carpet a 50% slip=0
367,66.3,70.0,65.0,70.4,66.6,69.9,67.4,68.4,-0.006,-0.0,9.848,0.0,-75.764,0.0,0.08,0.1005,34.414,31.042,carpet,0.0,0.0,66.3,67.4,ok,avanzando en carpet a 50% slip=0
368,66.2,69.4,65.2,62.5,69.4,65.3,61.3,68.5,-0.003,-0.0,9.787,0.0,-84.935,0.0,0.061,0.1005,34.515,31.143,carpet,0.0,0.0,66.2,61.3,ok,avanzando en carpet a 50% slip=0
369,67.7,71.5,65.1,63.5,64.2,66.7,66.3,67.5,0.001,-0.0,9.804,0.0,-88.589,0.0,0.017,0.1005,34.615,31.243,carpet,0,0.0,67.5,66.3,ok,avanzando en carpet a 50% slip=0
370,64.7,66.1,60.7,65.9,73.2,66.7,69.3,68.5,0.005,-0.0,9.796,0.0,-86.76,-0.0,0.009,0.1005,34.716,31.343,carpet,0.0,0.0,64.7,66.1,ok,avanzando en carpet a 50% slip=0
371,66.4,58.3,62.8,64.9,67.9,67.7,63.4,68.3,0.008,-0.0,9.824,0.0,-80.142,-0.0,0.028,0.1005,34.816,31.444,carpet,0.0,0.0,66.4,58.3,ok,avanzando en carpet a 50% slip=0
372,66.1,65.3,67.2,68.1,68.3,67.2,65.5,65.0,0.011,-0.0,9.815,0.0,-68.364,-0.0,0.01,0.1005,34.917,31.544,carpet,0,0.1,65.0,65.3,ok,avanzando en carpet a 50% slip=0
373,70.4,72.6,65.8,66.8,68.6,70.3,73.2,66.0,0.013,0.0,9.813,0.0,-53.171,-0.0,0.003,0.1005,35.017,31.645,carpet,0.0,0.1,66.0,72.6,ok,avanzando en carpet a 50% slip=0
374,66.8,68.4,62.3,68.2,65.4,73.4,63.6,68.5,0.015,0.0,9.826,0.0,-34.188,-0.0,0.013,0.1005,35.118,31.745,carpet,0.0,0.1,66.8,63.6,ok,avanzando en carpet a 50% slip=0.0
375,69.6,68.5,63.1,64.9,67.2,68.0,71.0,69.4,0.015,-0.0,9.844,0.0,1.911,0.0,0.018,0.1005,35.218,31.846,carpet,0,0.1,69.4,68.5,ok,avanzando en carpet a 50% slip=0.0
376,63.8,75.4,68.9,73.7,62.8,63.7,67.3,66.3,0.014,0.0,9.818,0.0,22.623,-0.0,0.026,0.1005,35.319,31.946,carpet,0.0,0.1,63.8,67.3,ok,avanzando en carpet a 50% slip=0.0
377,66.6,67.0,69.9,62.2,65.7,64.6,64.9,65.9,0.012,0.0,9.808,0.0,41.951,-0.0,0.01,0.1005,35.419,32.047,carpet,0,0.1,65.9,64.9,ok,avanzando en carpet a 50% slip=0.0
378,70.1,68.7,68.8,62.9,66.8,68.5,65.5,67.1,0.009,0.0,9.818,0.0,58.662,-0.0,0.01,0.1005,35.52,32.147,carpet,0,0.1,67.1,65.5,ok,avanzando en carpet a 50% slip=0.0
379,69.5,69.8,66.1,65.4,70.7,60.5,68.8,67.7,0.006,0.0,9.846,0.0,72.138,-0.0,0.028,0.1005,35.62,32.248,carpet,0.0,0.0,67.7,68.8,ok,avanzando en carpet a 50% slip=0.0
380,69.7,66.9,70.8,72.3,65.3,67.8,66.8,72.8,0.003,0.0,9.824,0.0,81.371,-0.0,0.023,0.1005,35.721,32.348,carpet,0,0.0,69.7,66.8,ok,avanzando en carpet a 50% slip=0.0
381,68.7,66.7,62.3,67.3,60.6,66.2,70.0,65.2,-0.001,0.0,9.776,0.0,85.229,-0.0,0.048,0.1005,35.821,32.449,carpet,0.0,0.0,65.2,66.7,ok,avanzando en carpet a 50% slip=0.0
382,65.6,67.7,70.5,72.4,64.3,72.6,63.0,64.4,-0.004,0.0,9.777,0.0,84.691,-0.0,0.004,0.1005,35.922,32.549,carpet,0.0,0.0,64.4,63.0,ok,avanzando en carpet a 50% slip=0.0
383,66.1,67.8,69.0,71.5,66.3,65.6,66.9,66.7,-0.007,0.0,9.828,0.0,78.495,-0.0,0.051,0.1005,36.022,32.65,carpet,0,0.0,66.1,66.9,ok,avanzando en carpet a 50% slip=0.0
384,69.5,65.5,69.0,64.5,59.9,64.4,66.1,64.6,-0.01,0.0,9.771,0.0,67.541,-0.0,0.058,0.1005,36.123,32.75,carpet,0.0,0.1,64.6,65.5,ok,avanzando en carpet a 50% slip=0.0
385,67.6,71.9,61.9,71.3,67.8,71.4,60.8,72.0,-0.012,0.0,9.846,-0.0,53.008,-0.0,0.075,0.1005,36.223,32.851,carpet,0.0,0.1,67.6,60.8,ok,avanzando en carpet a 50% slip=0.0
386,67.0,63.9,65.3,69.4,64.4,69.3,72.3,70.9,-0.014,0.0,9.82,-0.0,35.303,-0.0,0.026,0.1005,36.324,32.951,carpet,0,0.1,67.0,63.9,ok,avanzando en carpet a 50% slip=0.0
387,69.4,73.1,67.0,70.5,66.9,71.1,64.7,61.6,-0.015,0.0,9.803,-0.0,15.295,-0.0,0.017,0.1005,36.424,33.052,carpet,0.0,0.1,61.6,64.7,ok,avanzando en carpet a 50% slip=0.0
388,66.0,71.8,72.6,63.8,66.7,66.0,66.4,65.5,-0.014,0.0,9.791,-0.0,-5.595,-0.0,0.012,0.1005,36.524,33.152,carpet,0.0,0.1,65.5,66.4,ok,avanzando en carpet a 50% slip=0.0
389,70.1,70.0,72.7,66.2,65.8,65.0,69.5,71.3,-0.013,0.0,9.862,-0.0,-26.18,-0.0,0.071,0.1005,36.625,33.253,carpet,0,0.1,70.1,69.5,ok,avanzando en carpet a 50% slip=0
390,68.9,66.0,66.9,64.5,63.8,68.4,65.4,69.6,-0.011,0.0,9.81,-0.0,-45.289,-0.0,0.052,0.1005,36.725,33.353,carpet,0.0,0.1,68.9,65.4,ok,avanzando en carpet a 50% slip=0
391,64.4,68.7,70.3,62.6,68.2,71.0,67.4,66.6,-0.009,0.0,9.824,-0.0,-61.307,-0.0,0.014,0.1005,36.826,33.454,carpet,0,0.1,64.4,67.4,ok,avanzando en carpet a 50% slip=0
392,67.9,70.6,68.8,60.4,70.0,66.4,63.8,71.6,-0.006,0.0,9.793,-0.0,-74.224,-0.0,0.031,0.1005,36.926,33.554,carpet,0,0.0,67.9,63.8,ok,avanzando en carpet a 50% slip=0
393,65.7,60.8,66.3,63.4,72.2,69.8,62.1,65.3,-0.002,0.0,9.826,-0.0,-82.529,-0.0,0.033,0.1005,37.027,33.655,carpet,0.0,0.0,65.3,60.8,ok,avanzando en carpet a 50% slip=0
394,68.6,68.3,68.0,71.2,70.4,68.6,67.3,68.8,0.001,0.0,9.814,-0.0,-85.52,-0.0,0.013,0.1005,37.127,33.755,carpet,0,0.0,68.6,67.3,ok,avanzando en carpet a 50% slip=0
395,63.4,65.4,71.6,69.6,69.1,70.1,69.5,71.8,0.005,0.0,9.816,-0.0,-84.035,-0.0,0.004,0.1005,37.228,33.855,carpet,0.0,0.0,63.4,65.4,ok,avanzando en carpet a 50% slip=0
396,66.3,63.7,70.4,67.5,67.5,60.8,63.3,72.2,0.008,0.0,9.763,-0.0,-76.947,-0.0,0.052,0.1005,37.328,33.956,carpet,0.0,0.0,66.3,63.3,ok,avanzando en carpet a 50% slip=0
397,65.4,66.5,68.6,69.4,66.0,67.3,67.0,70.4,0.011,0.0,9.79,-0.0,-65.826,0.0,0.027,0.1005,37.429,34.056,carpet,0,0.1,65.4,66.5,ok,avanzando en carpet a 50% slip=0
398,56.8,67.2,68.1,66.9,66.3,62.8,64.2,70.1,0.013,0.0,9.815,-0.0,-50.36,0.0,0.025,0.1005,37.529,34.157,carpet,0.0,0.1,56.8,64.2,ok,avanzando en carpet a 50% slip=0
