step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,vibracion,avance_real,odo_izq,odo_der,terreno,slip,inclinacion,front_min,side_min,safety,action
399,70.2,65.7,71.0,63.8,64.3,69.1,67.0,68.2,0.014,0.0,9.854,-0.0,-31.826,0.0,0.039,0.1005,37.63,34.257,carpet,0.0,0.1,68.2,65.7,ok,claude:carpet
400,68.2,64.8,70.7,68.9,68.4,67.0,66.0,62.6,0.014,-0.0,9.795,-0.0,-0.05,0.0,0.059,0.1005,37.73,34.358,carpet,0,0.1,62.6,64.8,ok,claude:carpet
401,69.3,64.1,66.2,61.9,69.4,67.3,72.3,69.9,0.013,0.0,9.805,-0.0,20.155,0.0,0.01,0.1005,37.831,34.458,carpet,0.0,0.1,69.3,64.1,ok,claude:carpet
402,72.7,70.3,66.6,65.3,62.3,64.9,71.5,62.4,0.012,-0.0,9.828,-0.0,39.179,0.0,0.022,0.1005,37.931,34.559,carpet,0.0,0.1,62.4,70.3,ok,claude:carpet
403,67.0,71.9,62.0,61.8,65.4,67.8,71.8,62.8,0.009,-0.0,9.856,-0.0,55.84,0.0,0.029,0.1005,38.032,34.659,carpet,0,0.1,62.8,71.8,ok,claude:carpet
404,67.7,75.0,68.3,71.0,69.0,68.4,70.4,72.4,0.006,-0.0,9.828,-0.0,69.234,0.0,0.028,0.0973,38.132,34.754,carpet,0.031,0.0,67.7,70.4,ok,avanzando en carpet a 50% slip=0.031
405,66.7,62.2,65.7,68.9,73.7,71.4,70.1,66.6,0.003,-0.0,9.804,-0.0,78.366,0.0,0.024,0.1005,38.233,34.854,carpet,0.0,0.0,66.6,62.2,ok,avanzando en carpet a 50% slip=0.031
406,66.4,63.9,71.2,66.7,64.6,65.3,64.5,61.9,-0.0,-0.0,9.784,-0.0,83.085,0.0,0.02,0.1005,38.333,34.954,carpet,0,0.0,61.9,63.9,ok,avanzando en carpet a 50% slip=0.031
407,70.0,59.1,63.0,70.9,69.9,66.0,73.6,66.9,-0.004,-0.0,9.792,-0.0,82.477,0.0,0.008,0.1005,38.434,35.055,carpet,0,0.0,66.9,59.1,ok,avanzando en carpet a 50% slip=0.031
408,61.5,68.2,68.8,67.0,70.0,73.0,65.7,63.0,-0.007,-0.0,9.785,-0.0,77.013,0.0,0.008,0.1005,38.534,35.155,carpet,0,0.0,61.5,65.7,ok,avanzando en carpet a 50% slip=0.031
409,64.2,60.1,66.9,69.9,68.2,66.6,61.9,72.9,-0.01,-0.0,9.779,-0.0,67.072,0.0,0.006,0.1005,38.635,35.256,carpet,0,0.1,64.2,60.1,ok,avanzando en carpet a 50% slip=0
410,68.7,68.0,69.3,70.7,67.6,68.0,59.8,63.1,-0.012,-0.0,9.818,-0.0,53.14,0.0,0.039,0.1005,38.735,35.356,carpet,0.0,0.1,63.1,59.8,ok,avanzando en carpet a 50% slip=0
411,69.1,65.5,66.4,66.1,66.4,64.3,66.7,72.1,-0.014,-0.0,9.78,-0.0,36.095,0.0,0.038,0.1005,38.836,35.457,carpet,0,0.1,69.1,65.5,ok,avanzando en carpet a 50% slip=0
412,70.2,68.1,72.9,66.4,72.1,68.1,72.8,67.2,-0.014,-0.0,9.818,-0.0,16.683,0.0,0.038,0.1005,38.936,35.557,carpet,0,0.1,67.2,68.1,ok,avanzando en carpet a 50% slip=0
413,70.6,64.8,71.3,69.6,66.6,64.0,75.0,64.5,-0.014,-0.0,9.836,-0.0,-3.525,0.0,0.019,0.1005,39.036,35.658,carpet,0.0,0.1,64.5,64.8,ok,avanzando en carpet a 50% slip=0
414,70.1,69.1,64.7,69.4,62.5,64.7,66.5,63.0,-0.013,-0.0,9.813,-0.0,-23.657,0.0,0.024,0.1005,39.137,35.758,carpet,0,0.1,63.0,66.5,ok,avanzando en carpet a 50% slip=0
415,64.5,66.8,72.4,66.0,67.8,67.8,65.8,66.3,-0.011,-0.0,9.826,-0.0,-42.218,0.0,0.014,0.1005,39.237,35.859,carpet,0,0.1,64.5,65.8,ok,avanzando en carpet a 50% slip=0
416,70.3,68.1,64.7,69.7,64.0,67.1,65.8,69.1,-0.009,-0.0,9.837,-0.0,-58.266,0.0,0.012,0.1005,39.338,35.959,carpet,0.0,0.1,69.1,65.8,ok,avanzando en carpet a 50% slip=0
417,66.2,72.8,71.0,70.6,67.5,68.6,72.2,64.9,-0.006,-0.0,9.751,0.0,-71.183,0.0,0.087,0.1005,39.438,36.06,carpet,0,0.0,64.9,72.2,ok,avanzando en carpet a 50% slip=0
418,71.3,69.2,66.8,65.9,61.2,69.2,67.6,62.4,-0.003,-0.0,9.821,0.0,-79.3,0.0,0.071,0.1005,39.539,36.16,carpet,0,0.0,62.4,67.6,ok,avanzando en carpet a 50% slip=0
419,68.4,67.2,67.1,71.3,66.9,68.6,60.5,70.6,0.001,-0.0,9.818,0.0,-83.608,0.0,0.005,0.1005,39.639,36.261,carpet,0,0.0,68.4,60.5,ok,avanzando en carpet a 50% slip=0
420,62.8,66.5,62.4,68.0,62.2,71.1,63.3,69.3,0.004,-0.0,9.827,0.0,-81.748,0.0,0.01,0.1005,39.74,36.361,carpet,0.0,0.0,62.8,63.3,ok,avanzando en carpet a 50% slip=0
421,65.4,64.2,68.7,71.1,66.5,73.1,64.9,67.5,0.008,-0.0,9.813,0.0,-75.953,0.0,0.014,0.1005,39.84,36.462,carpet,0,0.0,65.4,64.2,ok,avanzando en carpet a 50% slip=0
422,71.5,67.9,69.5,66.4,65.6,66.9,65.8,67.9,0.01,-0.0,9.821,0.0,-64.749,0.0,0.008,0.1005,39.941,36.562,carpet,0,0.1,67.9,65.8,ok,avanzando en carpet a 50% slip=0
423,65.4,71.2,69.1,66.9,72.2,66.5,70.0,70.0,0.012,-0.0,9.78,0.0,-50.529,0.0,0.041,0.1005,40.041,36.663,carpet,0,0.1,65.4,70.0,ok,avanzando en carpet a 50% slip=0
424,70.8,70.1,69.1,64.6,67.3,66.1,71.6,70.2,0.014,-0.0,9.825,0.0,-32.67,0.0,0.045,0.1005,40.142,36.763,carpet,0.0,0.1,70.2,70.1,ok,avanzando en carpet a 50% slip=0.0
425,67.3,64.9,70.5,60.4,67.5,62.5,67.9,70.4,0.014,-0.0,9.851,0.0,-13.228,0.0,0.025,0.1005,40.242,36.864,carpet,0,0.1,67.3,64.9,ok,avanzando en carpet a 50% slip=0.0
426,65.6,65.2,69.8,63.9,65.0,68.2,72.4,68.1,0.014,-0.0,9.846,0.0,7.108,0.0,0.005,0.1005,40.343,36.964,carpet,0,0.1,65.6,65.2,ok,avanzando en carpet a 50% slip=0.0
427,72.6,64.0,69.0,66.9,71.1,68.3,70.9,71.3,0.013,-0.0,9.778,0.0,26.978,0.0,0.068,0.1005,40.443,37.065,carpet,0.0,0.1,71.3,64.0,ok,avanzando en carpet a 50% slip=0.0
428,66.3,62.6,69.0,69.6,73.5,67.0,73.2,65.2,0.011,-0.0,9.803,0.0,45.273,-0.0,0.025,0.1005,40.544,37.165,carpet,0,0.1,65.2,62.6,ok,avanzando en carpet a 50% slip=0.0
429,71.3,63.5,63.5,63.3,72.1,71.8,68.0,61.3,0.008,-0.0,9.827,0.0,60.984,-0.0,0.024,0.1005,40.644,37.266,carpet,0,0.0,61.3,63.5,ok,avanzando en carpet a 50% slip=0
430,69.2,68.2,65.0,70.9,67.7,72.7,66.8,70.1,0.005,-0.0,9.812,0.0,73.172,-0.0,0.015,0.0973,40.738,37.366,carpet,0.031,0.0,69.2,66.8,ok,avanzando en carpet a 50% slip=0
431,63.5,69.8,66.2,74.0,70.6,67.9,65.1,62.2,0.002,-0.0,9.834,0.0,80.588,-0.0,0.022,0.1005,40.839,37.466,carpet,0.0,0.0,62.2,65.1,ok,avanzando en carpet a 50% slip=0
432,66.0,61.4,65.6,60.5,65.3,73.5,68.6,74.1,-0.002,0.0,9.761,0.0,83.571,-0.0,0.073,0.1005,40.939,37.567,carpet,0,0.0,66.0,61.4,ok,avanzando en carpet a 50% slip=0
433,64.3,67.4,62.8,65.6,65.7,62.7,68.0,62.1,-0.005,0.0,9.846,0.0,81.12,-0.0,0.084,0.1005,41.04,37.667,carpet,0.0,0.0,62.1,67.4,ok,avanzando en carpet a 50% slip=0
434,62.7,70.9,63.4,69.5,64.1,68.4,68.0,62.8,-0.008,0.0,9.834,0.0,74.168,-0.0,0.012,0.1005,41.14,37.768,carpet,0.0,0.0,62.7,68.0,ok,avanzando en carpet a 50% slip=0.0
435,64.7,65.7,62.7,70.0,71.5,67.4,67.8,69.0,-0.011,0.0,9.808,0.0,62.642,-0.0,0.026,0.1005,41.241,37.868,carpet,0,0.1,64.7,65.7,ok,avanzando en carpet a 50% slip=0.0
436,63.7,67.8,68.2,69.0,74.2,65.3,64.5,67.5,-0.013,0.0,9.831,0.0,47.609,-0.0,0.023,0.1005,41.341,37.969,carpet,0.0,0.1,63.7,64.5,ok,avanzando en carpet a 50% slip=0.0
437,74.8,73.5,69.5,67.9,65.1,64.6,66.8,68.5,-0.014,0.0,9.809,0.0,29.57,-0.0,0.022,0.1005,41.442,38.069,carpet,0,0.1,68.5,66.8,ok,avanzando en carpet a 50% slip=0.0
438,65.2,67.5,67.1,72.2,70.4,66.1,68.8,65.8,-0.014,0.0,9.852,0.0,9.712,-0.0,0.044,0.1005,41.542,38.17,carpet,0,0.1,65.2,67.5,ok,avanzando en carpet a 50% slip=0.0
439,68.0,67.8,68.2,65.1,68.5,67.4,68.4,67.3,-0.014,0.0,9.804,0.0,-10.631,-0.0,0.048,0.1005,41.643,38.27,carpet,0.0,0.1,67.3,67.8,ok,avanzando en carpet a 50% slip=0.0
440,64.6,60.2,72.1,68.2,59.7,70.9,68.5,73.3,-0.013,0.0,9.788,0.0,-30.374,-0.0,0.016,0.1005,41.743,38.371,carpet,0,0.1,64.6,60.2,ok,avanzando en carpet a 50% slip=0.0
441,66.4,64.3,74.1,63.1,69.8,69.9,63.8,71.2,-0.011,0.0,9.818,0.0,-48.308,-0.0,0.03,0.1005,41.844,38.471,carpet,0.0,0.1,66.4,63.8,ok,avanzando en carpet a 50% slip=0.0
442,65.6,74.6,63.5,66.1,62.6,60.9,62.0,66.7,-0.008,0.0,9.843,0.0,-63.443,-0.0,0.024,0.1005,41.944,38.572,carpet,0.0,0.0,65.6,62.0,ok,avanzando en carpet a 50% slip=0.0
443,67.4,68.6,69.5,66.0,66.9,71.3,72.3,67.0,-0.005,0.0,9.846,0.0,-74.536,-0.0,0.005,0.1005,42.045,38.672,carpet,0,0.0,67.0,68.6,ok,avanzando en carpet a 50% slip=0.0
444,68.1,63.1,65.6,63.4,62.2,62.6,64.8,69.5,-0.001,0.0,9.84,0.0,-81.536,-0.0,0.007,0.1005,42.145,38.773,carpet,0.0,0.0,68.1,63.1,ok,avanzando en carpet a 50% slip=0.0
445,70.4,69.9,63.7,65.0,67.2,70.1,64.1,62.5,0.002,0.0,9.805,0.0,-83.19,-0.0,0.035,0.1005,42.246,38.873,carpet,0.0,0.0,62.5,64.1,ok,avanzando en carpet a 50% slip=0.0
446,65.5,69.2,67.8,63.7,63.6,70.3,65.8,69.2,0.005,0.0,9.836,0.0,-80.254,-0.0,0.031,0.1005,42.346,38.974,carpet,0,0.0,65.5,65.8,ok,avanzando en carpet a 50% slip=0.0
447,63.1,73.3,68.2,65.7,62.2,71.0,69.0,61.2,0.008,0.0,9.771,0.0,-72.395,-0.0,0.065,0.1005,42.447,39.074,carpet,0.0,0.0,61.2,69.0,ok,avanzando en carpet a 50% slip=0.0
448,67.0,66.8,68.4,73.2,63.4,68.0,69.9,68.2,0.011,0.0,9.791,-0.0,-60.216,-0.0,0.02,0.1005,42.547,39.175,carpet,0.0,0.1,67.0,66.8,ok,avanzando en carpet a 50% slip=0.0
449,69.7,67.4,66.6,67.2,66.7,63.4,63.9,71.2,0.013,0.0,9.848,-0.0,-44.553,-0.0,0.057,0.1005,42.647,39.275,carpet,0,0.1,69.7,63.9,ok,avanzando en carpet a 50% slip=0
450,72.7,69.1,63.4,66.6,73.2,69.7,70.9,67.1,0.014,0.0,9.794,-0.0,-26.149,-0.0,0.055,0.1005,42.748,39.376,carpet,0.0,0.1,67.1,69.1,ok,avanzando en carpet a 50% slip=0
451,65.8,66.8,71.0,69.2,66.6,66.7,64.0,67.0,0.014,0.0,9.822,-0.0,-6.157,-0.0,0.029,0.1005,42.848,39.476,carpet,0,0.1,65.8,64.0,ok,avanzando en carpet a 50% slip=0
452,69.1,67.9,68.7,76.2,71.2,64.6,70.8,73.8,0.014,0.0,9.787,-0.0,14.203,-0.0,0.036,0.1005,42.949,39.577,carpet,0,0.1,69.1,67.9,ok,avanzando en carpet a 50% slip=0
453,66.2,67.3,68.0,71.0,65.4,68.9,65.7,70.9,0.012,0.0,9.798,-0.0,33.659,-0.0,0.011,0.1005,43.049,39.677,carpet,0.0,0.1,66.2,65.7,ok,avanzando en carpet a 50% slip=0
454,69.9,76.0,70.4,69.1,69.0,62.6,69.7,64.2,0.01,0.0,9.854,-0.0,51.122,-0.0,0.056,0.1005,43.15,39.778,carpet,0,0.1,64.2,69.7,ok,avanzando en carpet a 50% slip=0
455,66.8,63.2,66.4,69.3,61.3,72.9,72.2,68.4,0.007,0.0,9.786,-0.0,65.809,-0.0,0.067,0.1005,43.25,39.878,carpet,0.0,0.0,66.8,63.2,ok,avanzando en carpet a 50% slip=0
456,65.9,67.6,64.4,64.3,63.3,65.2,67.7,69.6,0.004,0.0,9.799,-0.0,75.938,-0.0,0.013,0.1005,43.351,39.978,carpet,0.0,0.0,65.9,67.6,ok,avanzando en carpet a 50% slip=0
457,74.1,69.1,61.9,67.1,71.2,61.7,65.5,63.8,0.001,0.0,9.769,-0.0,81.474,-0.0,0.031,0.1005,43.451,40.079,carpet,0,0.0,63.8,65.5,ok,avanzando en carpet a 50% slip=0
458,71.4,65.6,66.8,63.9,69.7,67.5,70.5,64.3,-0.003,0.0,9.823,-0.0,83.195,-0.0,0.054,0.1005,43.552,40.179,carpet,0.0,0.0,64.3,65.6,ok,avanzando en carpet a 50% slip=0
459,66.1,69.2,61.6,67.0,67.6,68.4,69.8,66.5,-0.006,0.0,9.836,-0.0,79.408,-0.0,0.014,0.1005,43.652,40.28,carpet,0.0,0.0,66.1,69.2,ok,avanzando en carpet a 50% slip=0.0
460,63.7,67.7,68.7,67.6,65.3,67.8,66.8,72.0,-0.009,0.0,9.836,-0.0,70.438,0.0,0.003,0.1005,43.753,40.38,carpet,0,0.1,63.7,66.8,ok,avanzando en carpet a 50% slip=0.0
461,66.1,63.6,61.7,65.2,71.6,66.7,66.5,64.8,-0.011,0.0,9.823,-0.0,57.744,0.0,0.014,0.1005,43.853,40.481,carpet,0.0,0.1,64.8,63.6,ok,avanzando en carpet a 50% slip=0.0
462,67.6,74.0,66.8,60.2,69.3,57.6,66.0,67.1,-0.013,0.0,9.767,-0.0,41.482,0.0,0.055,0.1005,43.954,40.581,carpet,0.0,0.1,67.1,66.0,ok,avanzando en carpet a 50% slip=0.0
463,66.4,66.3,64.6,63.3,68.4,69.6,67.4,69.7,-0.014,-0.0,9.84,-0.0,22.644,0.0,0.072,0.1005,44.054,40.682,carpet,0,0.1,66.4,66.3,ok,avanzando en carpet a 50% slip=0.0
464,64.3,68.2,70.6,67.2,65.7,65.5,66.1,69.7,-0.014,-0.0,9.77,-0.0,2.566,0.0,0.07,0.1005,44.155,40.782,carpet,0.0,0.1,64.3,66.1,ok,avanzando en carpet a 50% slip=0.0
465,67.7,71.0,65.5,69.3,65.3,69.2,62.6,72.2,-0.013,-0.0,9.794,-0.0,-17.732,0.0,0.025,0.1005,44.255,40.883,carpet,0,0.1,67.7,62.6,ok,avanzando en carpet a 50% slip=0.0
466,64.1,64.3,58.9,66.9,70.1,69.6,66.9,67.5,-0.012,-0.0,9.856,-0.0,-36.906,0.0,0.062,0.1005,44.356,40.983,carpet,0,0.1,64.1,64.3,ok,avanzando en carpet a 50% slip=0.0
467,66.6,65.6,67.5,65.8,65.1,72.0,66.0,65.9,-0.01,-0.0,9.787,-0.0,-53.676,0.0,0.069,0.1005,44.456,41.084,carpet,0.0,0.1,65.9,65.6,ok,avanzando en carpet a 50% slip=0.0
468,68.7,71.7,62.2,65.3,74.3,61.9,70.8,68.6,-0.007,-0.0,9.854,-0.0,-67.907,0.0,0.067,0.1005,44.557,41.184,carpet,0,0.0,68.6,70.8,ok,avanzando en carpet a 50% slip=0.0
469,71.8,70.3,69.2,66.6,68.3,66.3,67.6,62.7,-0.004,-0.0,9.811,-0.0,-77.498,0.0,0.043,0.1005,44.657,41.285,carpet,0.0,0.0,62.7,67.6,ok,avanzando en carpet a 50% slip=0.0
470,64.4,69.8,67.7,62.8,69.6,66.9,69.2,67.6,-0.0,-0.0,9.762,-0.0,-82.235,0.0,0.049,0.1005,44.758,41.385,carpet,0.0,0.0,64.4,69.2,ok,avanzando en carpet a 50% slip=0.0
471,67.2,57.6,61.6,66.5,68.3,66.1,66.5,69.5,0.003,-0.0,9.798,-0.0,-82.72,0.0,0.036,0.1005,44.858,41.486,carpet,0,0.0,67.2,57.6,ok,avanzando en carpet a 50% slip=0.0
472,61.6,73.1,60.2,71.2,65.3,64.6,70.8,70.9,0.007,-0.0,9.806,-0.0,-77.618,0.0,0.009,0.1005,44.959,41.586,carpet,0.0,0.0,61.6,70.8,ok,avanzando en carpet a 50% slip=0.0
473,68.4,65.2,65.2,66.3,68.4,67.0,68.1,69.6,0.009,-0.0,9.794,-0.0,-68.276,0.0,0.012,0.1005,45.059,41.687,carpet,0.0,0.1,68.4,65.2,ok,avanzando en carpet a 50% slip=0.0
474,71.5,67.9,64.6,64.3,64.3,72.4,72.4,70.9,0.012,-0.0,9.816,-0.0,-54.924,0.0,0.022,0.1005,45.159,41.787,carpet,0,0.1,70.9,67.9,ok,avanzando en carpet a 50% slip=0
475,66.3,68.8,62.8,68.7,70.9,61.7,68.3,68.0,0.013,-0.0,9.807,-0.0,-38.231,0.0,0.009,0.1005,45.26,41.888,carpet,0.0,0.1,66.3,68.3,ok,avanzando en carpet a 50% slip=0
476,65.1,69.9,64.9,68.7,62.5,69.4,70.0,66.6,0.014,-0.0,9.794,-0.0,-19.199,0.0,0.013,0.1005,45.36,41.988,carpet,0.0,0.1,65.1,69.9,ok,avanzando en carpet a 50% slip=0
477,66.1,67.7,65.1,66.3,66.9,69.0,67.6,67.9,0.014,-0.0,9.805,-0.0,0.997,0.0,0.011,0.1005,45.461,42.089,carpet,0,0.1,66.1,67.6,ok,avanzando en carpet a 50% slip=0
478,67.4,62.2,65.6,64.3,70.3,68.3,62.0,67.9,0.013,-0.0,9.802,-0.0,21.208,0.0,0.003,0.1005,45.561,42.189,carpet,0.0,0.1,67.4,62.0,ok,avanzando en carpet a 50% slip=0
479,64.3,68.9,71.5,66.6,64.6,64.7,70.2,68.9,0.012,-0.0,9.832,0.0,39.984,0.0,0.03,0.0973,45.662,42.283,carpet,0.031,0.1,64.3,68.9,ok,avanzando en carpet a 50% slip=0.031
480,69.5,71.6,64.7,68.1,65.9,67.2,68.9,60.9,0.009,-0.0,9.805,0.0,56.474,0.0,0.027,0.1005,45.762,42.384,carpet,0,0.1,60.9,68.9,ok,avanzando en carpet a 50% slip=0.031
481,66.9,66.2,63.6,62.3,70.3,69.9,65.1,63.8,0.006,-0.0,9.847,0.0,69.986,0.0,0.042,0.1005,45.863,42.484,carpet,0,0.0,63.8,65.1,ok,avanzando en carpet a 50% slip=0.031
482,68.4,68.0,72.4,62.8,66.6,71.4,69.3,70.7,0.003,-0.0,9.816,0.0,78.859,0.0,0.031,0.1005,45.963,42.585,carpet,0,0.0,68.4,68.0,ok,avanzando en carpet a 50% slip=0.031
483,69.1,67.3,65.9,72.1,68.0,66.8,67.7,65.0,-0.0,-0.0,9.79,0.0,83.21,0.0,0.026,0.1005,46.064,42.685,carpet,0,0.0,65.0,67.3,ok,avanzando en carpet a 50% slip=0.031
484,67.7,74.5,68.3,72.0,72.4,71.4,70.3,66.5,-0.004,-0.0,9.821,0.0,82.625,0.0,0.032,0.1005,46.164,42.786,carpet,0.0,0.0,66.5,70.3,ok,avanzando en carpet a 50% slip=0.0
485,61.6,74.0,69.2,67.5,63.2,64.9,62.4,73.6,-0.007,-0.0,9.803,0.0,76.962,0.0,0.019,0.1005,46.265,42.886,carpet,0,0.0,61.6,62.4,ok,avanzando en carpet a 50% slip=0.0
486,68.6,67.7,70.3,69.6,67.7,69.0,72.3,64.4,-0.01,-0.0,9.785,0.0,66.207,0.0,0.017,0.1005,46.365,42.987,carpet,0,0.1,64.4,67.7,ok,avanzando en carpet a 50% slip=0.0
487,64.7,76.9,71.1,66.3,65.4,60.4,63.7,61.7,-0.012,-0.0,9.821,0.0,52.415,0.0,0.036,0.1005,46.466,43.087,carpet,0.0,0.1,61.7,63.7,ok,avanzando en carpet a 50% slip=0.0
488,62.9,66.8,67.5,68.4,65.2,61.7,65.2,68.0,-0.014,-0.0,9.786,0.0,35.138,0.0,0.035,0.1005,46.566,43.188,carpet,0,0.1,62.9,65.2,ok,avanzando en carpet a 50% slip=0.0
489,68.6,68.9,67.1,63.2,63.5,65.2,67.5,65.1,-0.014,-0.0,9.832,0.0,15.692,0.0,0.046,0.1005,46.667,43.288,carpet,0,0.1,65.1,67.5,ok,avanzando en carpet a 50% slip=0
490,68.2,63.4,63.0,67.6,66.7,69.8,74.0,66.6,-0.014,-0.0,9.791,0.0,-4.573,0.0,0.041,0.1005,46.767,43.389,carpet,0.0,0.1,66.6,63.4,ok,avanzando en carpet a 50% slip=0
491,68.2,65.1,65.8,67.0,66.2,68.4,67.3,62.6,-0.013,-0.0,9.806,0.0,-24.611,-0.0,0.015,0.1005,46.868,43.489,carpet,0,0.1,62.6,65.1,ok,avanzando en carpet a 50% slip=0
492,65.5,70.1,67.4,65.6,73.0,70.1,65.5,66.7,-0.011,-0.0,9.77,0.0,-43.312,-0.0,0.036,0.1005,46.968,43.589,carpet,0,0.1,65.5,65.5,ok,avanzando en carpet a 50% slip=0
493,75.1,73.5,66.7,67.0,66.5,66.8,63.1,66.9,-0.009,-0.0,9.82,0.0,-59.404,-0.0,0.05,0.1005,47.069,43.69,carpet,0.0,0.1,66.9,63.1,ok,avanzando en carpet a 50% slip=0
494,66.2,67.8,65.6,68.2,65.3,63.6,68.0,70.4,-0.006,0.0,9.798,0.0,-71.412,-0.0,0.022,0.1005,47.169,43.79,carpet,0,0.0,66.2,67.8,ok,explorando (carpet)
495,65.7,67.2,65.8,70.4,68.0,64.3,67.1,70.2,-0.0,-0.013,9.791,16.185,2664.184,-39.715,0.016,0.0,46.868,44.092,sand,0.0,0.1,65.7,67.1,ok,explorando (carpet)
496,64.7,64.5,67.1,75.5,73.5,70.2,62.2,66.6,-0.11,-0.003,9.822,12.854,2656.172,-31.892,0.114,0.0,46.868,44.092,metal,0.0,0.6,64.7,62.2,ok,explorando (carpet)
497,71.9,72.0,65.9,68.5,75.8,64.7,70.8,66.4,-0.091,-0.0,9.804,9.252,-440.693,-25.244,0.027,0.0,46.868,44.092,sand,0.0,0.5,66.4,70.8,ok,explorando (carpet)
498,66.6,60.9,67.7,67.8,69.3,70.7,67.4,68.8,-0.067,-0.001,9.79,7.3,-568.292,-20.181,0.028,0.0,46.868,44.092,sand,0.0,0.4,66.6,60.9,ok,explorando (carpet)
499,68.6,64.7,66.1,69.5,69.4,67.7,66.9,67.1,-0.039,-0.001,9.839,5.788,-665.367,-15.999,0.056,0.0,46.868,44.092,sand,0.0,0.2,67.1,64.7,ok,claude:sand
